 "uri" , "lod_identifier" ,
 "http://data.americanartcollaborative.org/puam/constituent/1788" , "http://vocab.getty.edu/ulan/500025892" ,
 "http://data.americanartcollaborative.org/puam/constituent/5619" , "http://vocab.getty.edu/ulan/500025721" ,
 "http://data.americanartcollaborative.org/puam/constituent/5160" , "http://vocab.getty.edu/ulan/500101250" ,
 "http://data.americanartcollaborative.org/puam/constituent/6619" , "http://vocab.getty.edu/ulan/500000605" ,
 "http://data.americanartcollaborative.org/puam/constituent/6590" , "http://vocab.getty.edu/ulan/500028323" ,
 "http://data.americanartcollaborative.org/puam/constituent/3841" , "http://vocab.getty.edu/ulan/500012990" ,
 "http://data.americanartcollaborative.org/puam/constituent/6726" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500123713" ,
 "http://data.americanartcollaborative.org/puam/constituent/2477" , "http://vocab.getty.edu/ulan/500014027" ,
 "http://data.americanartcollaborative.org/puam/constituent/6182" , "http://vocab.getty.edu/ulan/500124373" ,
 "http://data.americanartcollaborative.org/puam/constituent/6551" , "http://vocab.getty.edu/ulan/500004924" ,
 "http://data.americanartcollaborative.org/puam/constituent/4865" , "http://vocab.getty.edu/ulan/500018884" ,
 "http://data.americanartcollaborative.org/puam/constituent/3566" , "http://vocab.getty.edu/ulan/500029327" ,
 "http://data.americanartcollaborative.org/puam/constituent/6211" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500315197" ,
 "http://data.americanartcollaborative.org/puam/constituent/14698" , "http://vocab.getty.edu/ulan/500033130" ,
 "http://data.americanartcollaborative.org/puam/constituent/4069" , "http://vocab.getty.edu/ulan/500009050" ,
 "http://data.americanartcollaborative.org/puam/constituent/5765" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500018165" ,
 "http://data.americanartcollaborative.org/puam/constituent/6149" , "http://vocab.getty.edu/ulan/500253915" ,
 "http://data.americanartcollaborative.org/puam/constituent/1671" , "http://vocab.getty.edu/ulan/500006031" ,
 "http://data.americanartcollaborative.org/puam/constituent/12618" , "http://vocab.getty.edu/ulan/500094591" ,
 "http://data.americanartcollaborative.org/puam/constituent/1716" , "http://vocab.getty.edu/ulan/500115749" ,
 "http://data.americanartcollaborative.org/puam/constituent/5510" , "http://vocab.getty.edu/ulan/500091155" ,
 "http://data.americanartcollaborative.org/puam/constituent/8" , "http://vocab.getty.edu/ulan/500020631" ,
 "http://data.americanartcollaborative.org/puam/constituent/4198" , "http://vocab.getty.edu/ulan/500020707" ,
 "http://data.americanartcollaborative.org/puam/constituent/5122" , "http://vocab.getty.edu/ulan/500008382" ,
 "http://data.americanartcollaborative.org/puam/constituent/2307" , "http://vocab.getty.edu/ulan/500057350" ,
 "http://data.americanartcollaborative.org/puam/constituent/5980" , "http://vocab.getty.edu/ulan/500115813" ,
 "http://data.americanartcollaborative.org/puam/constituent/1809" , "http://vocab.getty.edu/ulan/500014550" ,
 "http://data.americanartcollaborative.org/puam/constituent/3463" , "http://vocab.getty.edu/ulan/500007856" ,
 "http://data.americanartcollaborative.org/puam/constituent/12726" , "http://vocab.getty.edu/ulan/500060022" ,
 "http://data.americanartcollaborative.org/puam/constituent/2413" , "http://vocab.getty.edu/ulan/500088695" ,
 "http://data.americanartcollaborative.org/puam/constituent/18" , "http://vocab.getty.edu/ulan/500037036" ,
 "http://data.americanartcollaborative.org/puam/constituent/6242" , "http://vocab.getty.edu/ulan/500000873" ,
 "http://data.americanartcollaborative.org/puam/constituent/12832" , "http://vocab.getty.edu/ulan/500058157" ,
 "http://data.americanartcollaborative.org/puam/constituent/138" , "http://vocab.getty.edu/ulan/500022283" ,
 "http://data.americanartcollaborative.org/puam/constituent/6119" , "http://vocab.getty.edu/ulan/500094623" ,
 "http://data.americanartcollaborative.org/puam/constituent/5895" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500000832" ,
 "http://data.americanartcollaborative.org/puam/constituent/1714" , "http://vocab.getty.edu/ulan/500000194" ,
 "http://data.americanartcollaborative.org/puam/constituent/6001" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500014327" ,
 "http://data.americanartcollaborative.org/puam/constituent/6531" , "http://vocab.getty.edu/ulan/500115265" ,
 "http://data.americanartcollaborative.org/puam/constituent/6321" , "http://vocab.getty.edu/ulan/500012368" ,
 "http://data.americanartcollaborative.org/puam/constituent/2625" , "http://vocab.getty.edu/ulan/500006873" ,
 "http://data.americanartcollaborative.org/puam/constituent/2427" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500014645" ,
 "http://data.americanartcollaborative.org/puam/constituent/3087" , "http://vocab.getty.edu/ulan/500007426" ,
 "http://data.americanartcollaborative.org/puam/constituent/6620" , "http://vocab.getty.edu/ulan/500116235" ,
 "http://data.americanartcollaborative.org/puam/constituent/5229" , "http://vocab.getty.edu/ulan/500115193" ,
 "http://data.americanartcollaborative.org/puam/constituent/4763" , "http://vocab.getty.edu/ulan/500128180" ,
 "http://data.americanartcollaborative.org/puam/constituent/5212" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500193827" ,
 "http://data.americanartcollaborative.org/puam/constituent/4716" , "http://vocab.getty.edu/ulan/500055341" ,
 "http://data.americanartcollaborative.org/puam/constituent/5668" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500048246" ,
 "http://data.americanartcollaborative.org/puam/constituent/3270" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500003280" ,
 "http://data.americanartcollaborative.org/puam/constituent/4512" , "http://vocab.getty.edu/ulan/500115429" ,
 "http://data.americanartcollaborative.org/puam/constituent/3175" , "http://vocab.getty.edu/ulan/500037066" ,
 "http://data.americanartcollaborative.org/puam/constituent/1355" , "http://vocab.getty.edu/ulan/500023751" ,
 "http://data.americanartcollaborative.org/puam/constituent/1704" , "http://vocab.getty.edu/ulan/500025122" ,
 "http://data.americanartcollaborative.org/puam/constituent/6520" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500022002" ,
 "http://data.americanartcollaborative.org/puam/constituent/1787" , "http://vocab.getty.edu/ulan/500012432" ,
 "http://data.americanartcollaborative.org/puam/constituent/5726" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500006974" ,
 "http://data.americanartcollaborative.org/puam/constituent/33" , "http://vocab.getty.edu/ulan/500033049" ,
 "http://data.americanartcollaborative.org/puam/constituent/2813" , "http://vocab.getty.edu/ulan/500012103" ,
 "http://data.americanartcollaborative.org/puam/constituent/4412" , "http://vocab.getty.edu/ulan/500022926" ,
 "http://data.americanartcollaborative.org/puam/constituent/927" , "http://vocab.getty.edu/ulan/500098132" ,
 "http://data.americanartcollaborative.org/puam/constituent/6667" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500002290" ,
 "http://data.americanartcollaborative.org/puam/constituent/12827" , "http://vocab.getty.edu/ulan/500026609" ,
 "http://data.americanartcollaborative.org/puam/constituent/182" , "http://vocab.getty.edu/ulan/500024670" ,
 "http://data.americanartcollaborative.org/puam/constituent/1871" , "http://vocab.getty.edu/ulan/500036973" ,
 "http://data.americanartcollaborative.org/puam/constituent/3591" , "http://vocab.getty.edu/ulan/500115325" ,
 "http://data.americanartcollaborative.org/puam/constituent/5366" , "http://vocab.getty.edu/ulan/500001826" ,
 "http://data.americanartcollaborative.org/puam/constituent/2590" , "http://vocab.getty.edu/ulan/500003133" ,
 "http://data.americanartcollaborative.org/puam/constituent/2568" , "http://vocab.getty.edu/ulan/500024301" ,
 "http://data.americanartcollaborative.org/puam/constituent/5431" , "http://vocab.getty.edu/ulan/500032009" ,
 "http://data.americanartcollaborative.org/puam/constituent/5218" , "http://vocab.getty.edu/ulan/500022043" ,
 "http://data.americanartcollaborative.org/puam/constituent/1706" , "http://vocab.getty.edu/ulan/500003372" ,
 "http://data.americanartcollaborative.org/puam/constituent/6591" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500022162" ,
 "http://data.americanartcollaborative.org/puam/constituent/3397" , "http://vocab.getty.edu/ulan/500030492" ,
 "http://data.americanartcollaborative.org/puam/constituent/6165" , "http://vocab.getty.edu/ulan/500014276" ,
 "http://data.americanartcollaborative.org/puam/constituent/5035" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500056031" ,
 "http://data.americanartcollaborative.org/puam/constituent/6454" , "http://vocab.getty.edu/ulan/500115356" ,
 "http://data.americanartcollaborative.org/puam/constituent/6680" , "http://vocab.getty.edu/ulan/500015454" ,
 "http://data.americanartcollaborative.org/puam/constituent/12815" , "http://vocab.getty.edu/ulan/500015612" ,
 "http://data.americanartcollaborative.org/puam/constituent/5084" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500000176" ,
 "http://data.americanartcollaborative.org/puam/constituent/12749" , "http://vocab.getty.edu/ulan/500345166" ,
 "http://data.americanartcollaborative.org/puam/constituent/5177" , "http://vocab.getty.edu/ulan/500005486" ,
 "http://data.americanartcollaborative.org/puam/constituent/5616" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500003377" ,
 "http://data.americanartcollaborative.org/puam/constituent/12766" , "http://vocab.getty.edu/ulan/500118680" ,
 "http://data.americanartcollaborative.org/puam/constituent/3581" , "http://vocab.getty.edu/ulan/500118704" ,
 "http://data.americanartcollaborative.org/puam/constituent/4977" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500037194" ,
 "http://data.americanartcollaborative.org/puam/constituent/1814" , "http://vocab.getty.edu/ulan/500020019" ,
 "http://data.americanartcollaborative.org/puam/constituent/12755" , "http://vocab.getty.edu/ulan/500109732" ,
 "http://data.americanartcollaborative.org/puam/constituent/5631" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500025598" ,
 "http://data.americanartcollaborative.org/puam/constituent/3592" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500337908" ,
 "http://data.americanartcollaborative.org/puam/constituent/4260" , "http://vocab.getty.edu/ulan/500001336" ,
 "http://data.americanartcollaborative.org/puam/constituent/4944" , "http://vocab.getty.edu/ulan/500017477" ,
 "http://data.americanartcollaborative.org/puam/constituent/1767" , "http://vocab.getty.edu/ulan/500020809" ,
 "http://data.americanartcollaborative.org/puam/constituent/5141" , "http://vocab.getty.edu/ulan/500122496" ,
 "http://data.americanartcollaborative.org/puam/constituent/1832" , "http://vocab.getty.edu/ulan/500026989" ,
 "http://data.americanartcollaborative.org/puam/constituent/4995" , "http://vocab.getty.edu/ulan/500000753" ,
 "http://data.americanartcollaborative.org/puam/constituent/245" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500046165" ,
 "http://data.americanartcollaborative.org/puam/constituent/4831" , "http://vocab.getty.edu/ulan/500016727" ,
 "http://data.americanartcollaborative.org/puam/constituent/14901" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500017255" ,
 "http://data.americanartcollaborative.org/puam/constituent/131" , "http://vocab.getty.edu/ulan/500022523" ,
 "http://data.americanartcollaborative.org/puam/constituent/4209" , "http://vocab.getty.edu/ulan/500024499" ,
 "http://data.americanartcollaborative.org/puam/constituent/4607" , "http://vocab.getty.edu/ulan/500013596" ,
 "http://data.americanartcollaborative.org/puam/constituent/3784" , "http://vocab.getty.edu/ulan/500110670" ,
 "http://data.americanartcollaborative.org/puam/constituent/5711" , "http://vocab.getty.edu/ulan/500026080" ,
 "http://data.americanartcollaborative.org/puam/constituent/14217" , "http://vocab.getty.edu/ulan/500018381" ,
 "http://data.americanartcollaborative.org/puam/constituent/3681" , "http://vocab.getty.edu/ulan/500093092" ,
 "http://data.americanartcollaborative.org/puam/constituent/1605" , "http://vocab.getty.edu/ulan/500008993" ,
 "http://data.americanartcollaborative.org/puam/constituent/2256" , "http://vocab.getty.edu/ulan/500004581" ,
 "http://data.americanartcollaborative.org/puam/constituent/6589" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500108666" ,
 "http://data.americanartcollaborative.org/puam/constituent/2690" , "http://vocab.getty.edu/ulan/500126272" ,
 "http://data.americanartcollaborative.org/puam/constituent/12667" , "http://vocab.getty.edu/ulan/500001559" ,
 "http://data.americanartcollaborative.org/puam/constituent/14223" , "http://vocab.getty.edu/ulan/500015753" ,
 "http://data.americanartcollaborative.org/puam/constituent/18905" , "http://vocab.getty.edu/ulan/500070130" ,
 "http://data.americanartcollaborative.org/puam/constituent/114" , "http://vocab.getty.edu/ulan/500011734" ,
 "http://data.americanartcollaborative.org/puam/constituent/2485" , "http://vocab.getty.edu/ulan/500090651" ,
 "http://data.americanartcollaborative.org/puam/constituent/5068" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500068802" ,
 "http://data.americanartcollaborative.org/puam/constituent/491" , "http://vocab.getty.edu/ulan/500024833" ,
 "http://data.americanartcollaborative.org/puam/constituent/5524" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500011498" ,
 "http://data.americanartcollaborative.org/puam/constituent/628" , "http://vocab.getty.edu/ulan/500127823" ,
 "http://data.americanartcollaborative.org/puam/constituent/4742" , "http://vocab.getty.edu/ulan/500031496" ,
 "http://data.americanartcollaborative.org/puam/constituent/12624" , "http://vocab.getty.edu/ulan/500331771" ,
 "http://data.americanartcollaborative.org/puam/constituent/4053" , "http://vocab.getty.edu/ulan/500005788" ,
 "http://data.americanartcollaborative.org/puam/constituent/5151" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500059859" ,
 "http://data.americanartcollaborative.org/puam/constituent/6448" , "http://vocab.getty.edu/ulan/500056759" ,
 "http://data.americanartcollaborative.org/puam/constituent/1524" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500095230" ,
 "http://data.americanartcollaborative.org/puam/constituent/3549" , "http://vocab.getty.edu/ulan/500101281" ,
 "http://data.americanartcollaborative.org/puam/constituent/6232" , "http://vocab.getty.edu/ulan/500092036" ,
 "http://data.americanartcollaborative.org/puam/constituent/3444" , "http://vocab.getty.edu/ulan/500032779" ,
 "http://data.americanartcollaborative.org/puam/constituent/5225" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500333529" ,
 "http://data.americanartcollaborative.org/puam/constituent/4272" , "http://vocab.getty.edu/ulan/500030726" ,
 "http://data.americanartcollaborative.org/puam/constituent/2531" , "http://vocab.getty.edu/ulan/500003873" ,
 "http://data.americanartcollaborative.org/puam/constituent/18265" , "http://vocab.getty.edu/ulan/500116277" ,
 "http://data.americanartcollaborative.org/puam/constituent/16446" , "http://vocab.getty.edu/ulan/500120902" ,
 "http://data.americanartcollaborative.org/puam/constituent/12621" , "http://vocab.getty.edu/ulan/500021315" ,
 "http://data.americanartcollaborative.org/puam/constituent/2547" , "http://vocab.getty.edu/ulan/500020533" ,
 "http://data.americanartcollaborative.org/puam/constituent/926" , "http://vocab.getty.edu/ulan/500332512" ,
 "http://data.americanartcollaborative.org/puam/constituent/7344" , "http://vocab.getty.edu/ulan/500037068" ,
 "http://data.americanartcollaborative.org/puam/constituent/16356" , "http://vocab.getty.edu/ulan/500333289" ,
 "http://data.americanartcollaborative.org/puam/constituent/129" , "http://vocab.getty.edu/ulan/500012758" ,
 "http://data.americanartcollaborative.org/puam/constituent/3936" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500115207" ,
 "http://data.americanartcollaborative.org/puam/constituent/3331" , "http://vocab.getty.edu/ulan/500021855" ,
 "http://data.americanartcollaborative.org/puam/constituent/17441" , "http://vocab.getty.edu/ulan/500335628" ,
 "http://data.americanartcollaborative.org/puam/constituent/5222" , "http://vocab.getty.edu/ulan/500002786" ,
 "http://data.americanartcollaborative.org/puam/constituent/3785" , "http://vocab.getty.edu/ulan/500000901" ,
 "http://data.americanartcollaborative.org/puam/constituent/12686" , "http://vocab.getty.edu/ulan/500049540" ,
 "http://data.americanartcollaborative.org/puam/constituent/4796" , "http://vocab.getty.edu/ulan/500090430" ,
 "http://data.americanartcollaborative.org/puam/constituent/3969" , "http://vocab.getty.edu/ulan/500118742" ,
 "http://data.americanartcollaborative.org/puam/constituent/5903" , "http://vocab.getty.edu/ulan/500023590" ,
 "http://data.americanartcollaborative.org/puam/constituent/349" , "http://vocab.getty.edu/ulan/500124345" ,
 "http://data.americanartcollaborative.org/puam/constituent/4715" , "http://vocab.getty.edu/ulan/500003292" ,
 "http://data.americanartcollaborative.org/puam/constituent/17080" , "http://vocab.getty.edu/ulan/500047426" ,
 "http://data.americanartcollaborative.org/puam/constituent/6096" , "http://vocab.getty.edu/ulan/500020554" ,
 "http://data.americanartcollaborative.org/puam/constituent/12703" , "http://vocab.getty.edu/ulan/500000954" ,
 "http://data.americanartcollaborative.org/puam/constituent/4273" , "http://vocab.getty.edu/ulan/500006820" ,
 "http://data.americanartcollaborative.org/puam/constituent/605" , "http://vocab.getty.edu/ulan/500007600" ,
 "http://data.americanartcollaborative.org/puam/constituent/4074" , "http://vocab.getty.edu/ulan/500011050" ,
 "http://data.americanartcollaborative.org/puam/constituent/2233" , "http://vocab.getty.edu/ulan/500095971" ,
 "http://data.americanartcollaborative.org/puam/constituent/5608" , "http://vocab.getty.edu/ulan/500115594" ,
 "http://data.americanartcollaborative.org/puam/constituent/3533" , "http://vocab.getty.edu/ulan/500088437" ,
 "http://data.americanartcollaborative.org/puam/constituent/6188" , "http://vocab.getty.edu/ulan/500015189" ,
 "http://data.americanartcollaborative.org/puam/constituent/5858" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500001039" ,
 "http://data.americanartcollaborative.org/puam/constituent/3287" , "http://vocab.getty.edu/ulan/500004025" ,
 "http://data.americanartcollaborative.org/puam/constituent/1757" , "http://vocab.getty.edu/ulan/500002731" ,
 "http://data.americanartcollaborative.org/puam/constituent/4249" , "http://vocab.getty.edu/ulan/500022493" ,
 "http://data.americanartcollaborative.org/puam/constituent/5738" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500029567" ,
 "http://data.americanartcollaborative.org/puam/constituent/6622" , "http://vocab.getty.edu/ulan/500037132" ,
 "http://data.americanartcollaborative.org/puam/constituent/16661" , "http://vocab.getty.edu/ulan/500335085" ,
 "http://data.americanartcollaborative.org/puam/constituent/683" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500349385" ,
 "http://data.americanartcollaborative.org/puam/constituent/12689" , "http://vocab.getty.edu/ulan/500118770" ,
 "http://data.americanartcollaborative.org/puam/constituent/1630" , "http://vocab.getty.edu/ulan/500081144" ,
 "http://data.americanartcollaborative.org/puam/constituent/3174" , "http://vocab.getty.edu/ulan/500011660" ,
 "http://data.americanartcollaborative.org/puam/constituent/1780" , "http://vocab.getty.edu/ulan/500041132" ,
 "http://data.americanartcollaborative.org/puam/constituent/12764" , "http://vocab.getty.edu/ulan/500102087" ,
 "http://data.americanartcollaborative.org/puam/constituent/223" , "http://vocab.getty.edu/ulan/500011333" ,
 "http://data.americanartcollaborative.org/puam/constituent/12687" , "http://vocab.getty.edu/ulan/500074594" ,
 "http://data.americanartcollaborative.org/puam/constituent/5563" , "http://vocab.getty.edu/ulan/500009264" ,
 "http://data.americanartcollaborative.org/puam/constituent/15100" , "http://vocab.getty.edu/ulan/500007041" ,
 "http://data.americanartcollaborative.org/puam/constituent/5274" , "http://vocab.getty.edu/ulan/500019202" ,
 "http://data.americanartcollaborative.org/puam/constituent/5378" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500028984" ,
 "http://data.americanartcollaborative.org/puam/constituent/4976" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500008450" ,
 "http://data.americanartcollaborative.org/puam/constituent/1121" , "http://vocab.getty.edu/ulan/500037020" ,
 "http://data.americanartcollaborative.org/puam/constituent/5507" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500000679" ,
 "http://data.americanartcollaborative.org/puam/constituent/3865" , "http://vocab.getty.edu/ulan/500023840" ,
 "http://data.americanartcollaborative.org/puam/constituent/14871" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500086146" ,
 "http://data.americanartcollaborative.org/puam/constituent/2732" , "http://vocab.getty.edu/ulan/500016002" ,
 "http://data.americanartcollaborative.org/puam/constituent/4780" , "http://vocab.getty.edu/ulan/500006404" ,
 "http://data.americanartcollaborative.org/puam/constituent/12759" , "http://vocab.getty.edu/ulan/500081253" ,
 "http://data.americanartcollaborative.org/puam/constituent/167" , "http://vocab.getty.edu/ulan/500016578" ,
 "http://data.americanartcollaborative.org/puam/constituent/2604" , "http://vocab.getty.edu/ulan/500010392" ,
 "http://data.americanartcollaborative.org/puam/constituent/12625" , "http://vocab.getty.edu/ulan/500005382" ,
 "http://data.americanartcollaborative.org/puam/constituent/4475" , "http://vocab.getty.edu/ulan/500004410" ,
 "http://data.americanartcollaborative.org/puam/constituent/6635" , "http://vocab.getty.edu/ulan/500010341" ,
 "http://data.americanartcollaborative.org/puam/constituent/882" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500054020" ,
 "http://data.americanartcollaborative.org/puam/constituent/292" , "http://vocab.getty.edu/ulan/500007871" ,
 "http://data.americanartcollaborative.org/puam/constituent/5481" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500031218" ,
 "http://data.americanartcollaborative.org/puam/constituent/3004" , "http://vocab.getty.edu/ulan/500009626" ,
 "http://data.americanartcollaborative.org/puam/constituent/4919" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500037046" ,
 "http://data.americanartcollaborative.org/puam/constituent/3357" , "http://vocab.getty.edu/ulan/500024727" ,
 "http://data.americanartcollaborative.org/puam/constituent/440" , "http://vocab.getty.edu/ulan/500027802" ,
 "http://data.americanartcollaborative.org/puam/constituent/2879" , "http://vocab.getty.edu/ulan/500095150" ,
 "http://data.americanartcollaborative.org/puam/constituent/6045" , "http://vocab.getty.edu/ulan/500115733" ,
 "http://data.americanartcollaborative.org/puam/constituent/6205" , "http://vocab.getty.edu/ulan/500024444" ,
 "http://data.americanartcollaborative.org/puam/constituent/1486" , "http://vocab.getty.edu/ulan/500019913" ,
 "http://data.americanartcollaborative.org/puam/constituent/12702" , "http://vocab.getty.edu/ulan/500017267" ,
 "http://data.americanartcollaborative.org/puam/constituent/2927" , "http://vocab.getty.edu/ulan/500002618" ,
 "http://data.americanartcollaborative.org/puam/constituent/5914" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500014780" ,
 "http://data.americanartcollaborative.org/puam/constituent/946" , "http://vocab.getty.edu/ulan/500020777" ,
 "http://data.americanartcollaborative.org/puam/constituent/3672" , "http://vocab.getty.edu/ulan/500024287" ,
 "http://data.americanartcollaborative.org/puam/constituent/4771" , "http://vocab.getty.edu/ulan/500037017" ,
 "http://data.americanartcollaborative.org/puam/constituent/963" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500017787" ,
 "http://data.americanartcollaborative.org/puam/constituent/17000" , "http://vocab.getty.edu/ulan/500097842" ,
 "http://data.americanartcollaborative.org/puam/constituent/1853" , "http://vocab.getty.edu/ulan/500020307" ,
 "http://data.americanartcollaborative.org/puam/constituent/1740" , "http://vocab.getty.edu/ulan/500019367" ,
 "http://data.americanartcollaborative.org/puam/constituent/5079" , "http://vocab.getty.edu/ulan/500083469" ,
 "http://data.americanartcollaborative.org/puam/constituent/5918" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500025412" ,
 "http://data.americanartcollaborative.org/puam/constituent/3575" , "http://vocab.getty.edu/ulan/500005524" ,
 "http://data.americanartcollaborative.org/puam/constituent/1351" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500021014" ,
 "http://data.americanartcollaborative.org/puam/constituent/2972" , "http://vocab.getty.edu/ulan/500026928" ,
 "http://data.americanartcollaborative.org/puam/constituent/2507" , "http://vocab.getty.edu/ulan/500118706" ,
 "http://data.americanartcollaborative.org/puam/constituent/12974" , "http://vocab.getty.edu/ulan/500102644" ,
 "http://data.americanartcollaborative.org/puam/constituent/5861" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500402867" ,
 "http://data.americanartcollaborative.org/puam/constituent/412" , "http://vocab.getty.edu/ulan/500006013" ,
 "http://data.americanartcollaborative.org/puam/constituent/12662" , "http://vocab.getty.edu/ulan/500101984" ,
 "http://data.americanartcollaborative.org/puam/constituent/2446" , "http://vocab.getty.edu/ulan/500078091" ,
 "http://data.americanartcollaborative.org/puam/constituent/12748" , "http://vocab.getty.edu/ulan/500330773" ,
 "http://data.americanartcollaborative.org/puam/constituent/3386" , "http://vocab.getty.edu/ulan/500024159" ,
 "http://data.americanartcollaborative.org/puam/constituent/6023" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500110874" ,
 "http://data.americanartcollaborative.org/puam/constituent/4981" , "http://vocab.getty.edu/ulan/500033064" ,
 "http://data.americanartcollaborative.org/puam/constituent/4528" , "http://vocab.getty.edu/ulan/500092264" ,
 "http://data.americanartcollaborative.org/puam/constituent/16190" , "http://vocab.getty.edu/ulan/500325123" ,
 "http://data.americanartcollaborative.org/puam/constituent/5628" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500028463" ,
 "http://data.americanartcollaborative.org/puam/constituent/5078" , "http://vocab.getty.edu/ulan/500037162" ,
 "http://data.americanartcollaborative.org/puam/constituent/5078" , "http://vocab.getty.edu/ulan/http://viaf.org/viaf/95914746" ,
 "http://data.americanartcollaborative.org/puam/constituent/541" , "http://vocab.getty.edu/ulan/500023145" ,
