 "uri" , "lod_identifier" ,
 "http://data.americanartcollaborative.org/puam/constituent/541" , "http://vocab.getty.edu/ulan/http://viaf.org/viaf/12383513" ,
 "http://data.americanartcollaborative.org/puam/constituent/5808" , "http://vocab.getty.edu/ulan/500012076" ,
 "http://data.americanartcollaborative.org/puam/constituent/18804" , "http://vocab.getty.edu/ulan/500331451" ,
 "http://data.americanartcollaborative.org/puam/constituent/4811" , "http://vocab.getty.edu/ulan/500118786" ,
 "http://data.americanartcollaborative.org/puam/constituent/1905" , "http://vocab.getty.edu/ulan/500000974" ,
 "http://data.americanartcollaborative.org/puam/constituent/6593" , "http://vocab.getty.edu/ulan/500002247" ,
 "http://data.americanartcollaborative.org/puam/constituent/14222" , "http://vocab.getty.edu/ulan/500082536" ,
 "http://data.americanartcollaborative.org/puam/constituent/4815" , "http://vocab.getty.edu/ulan/500115368" ,
 "http://data.americanartcollaborative.org/puam/constituent/3971" , "http://vocab.getty.edu/ulan/500005325" ,
 "http://data.americanartcollaborative.org/puam/constituent/5748" , "http://vocab.getty.edu/ulan/500014767" ,
 "http://data.americanartcollaborative.org/puam/constituent/3190" , "http://vocab.getty.edu/ulan/500108200" ,
 "http://data.americanartcollaborative.org/puam/constituent/4941" , "http://vocab.getty.edu/ulan/500001464" ,
 "http://data.americanartcollaborative.org/puam/constituent/14842" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500331804" ,
 "http://data.americanartcollaborative.org/puam/constituent/6623" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500080496" ,
 "http://data.americanartcollaborative.org/puam/constituent/12708" , "http://vocab.getty.edu/ulan/500108404" ,
 "http://data.americanartcollaborative.org/puam/constituent/12975" , "http://vocab.getty.edu/ulan/500114657" ,
 "http://data.americanartcollaborative.org/puam/constituent/12699" , "http://vocab.getty.edu/ulan/500028246" ,
 "http://data.americanartcollaborative.org/puam/constituent/4747" , "http://vocab.getty.edu/ulan/500086755" ,
 "http://data.americanartcollaborative.org/puam/constituent/12774" , "http://vocab.getty.edu/ulan/500024467" ,
 "http://data.americanartcollaborative.org/puam/constituent/5372" , "http://vocab.getty.edu/ulan/500007307" ,
 "http://data.americanartcollaborative.org/puam/constituent/43" , "http://vocab.getty.edu/ulan/500025329" ,
 "http://data.americanartcollaborative.org/puam/constituent/16193" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500092755" ,
 "http://data.americanartcollaborative.org/puam/constituent/2239" , "http://vocab.getty.edu/ulan/500015030" ,
 "http://data.americanartcollaborative.org/puam/constituent/5455" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500102278" ,
 "http://data.americanartcollaborative.org/puam/constituent/15502" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500124131" ,
 "http://data.americanartcollaborative.org/puam/constituent/3016" , "http://vocab.getty.edu/ulan/500027079" ,
 "http://data.americanartcollaborative.org/puam/constituent/1887" , "http://vocab.getty.edu/ulan/500013967" ,
 "http://data.americanartcollaborative.org/puam/constituent/3107" , "http://vocab.getty.edu/ulan/500004329" ,
 "http://data.americanartcollaborative.org/puam/constituent/6212" , "http://vocab.getty.edu/ulan/500028496" ,
 "http://data.americanartcollaborative.org/puam/constituent/12936" , "http://vocab.getty.edu/ulan/500124326" ,
 "http://data.americanartcollaborative.org/puam/constituent/3886" , "http://vocab.getty.edu/ulan/500020041" ,
 "http://data.americanartcollaborative.org/puam/constituent/1995" , "http://vocab.getty.edu/ulan/500333694" ,
 "http://data.americanartcollaborative.org/puam/constituent/18953" , "http://vocab.getty.edu/ulan/500084071" ,
 "http://data.americanartcollaborative.org/puam/constituent/4680" , "http://vocab.getty.edu/ulan/500012330" ,
 "http://data.americanartcollaborative.org/puam/constituent/5426" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500110847" ,
 "http://data.americanartcollaborative.org/puam/constituent/1304" , "http://vocab.getty.edu/ulan/500002461" ,
 "http://data.americanartcollaborative.org/puam/constituent/6694" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500017443" ,
 "http://data.americanartcollaborative.org/puam/constituent/14872" , "http://vocab.getty.edu/ulan/500115353" ,
 "http://data.americanartcollaborative.org/puam/constituent/12932" , "http://vocab.getty.edu/ulan/500337855" ,
 "http://data.americanartcollaborative.org/puam/constituent/4983" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500074616" ,
 "http://data.americanartcollaborative.org/puam/constituent/12831" , "http://vocab.getty.edu/ulan/500335126" ,
 "http://data.americanartcollaborative.org/puam/constituent/15887" , "http://vocab.getty.edu/ulan/500122494" ,
 "http://data.americanartcollaborative.org/puam/constituent/12772" , "http://vocab.getty.edu/ulan/500056225" ,
 "http://data.americanartcollaborative.org/puam/constituent/1721" , "http://vocab.getty.edu/ulan/500017639" ,
 "http://data.americanartcollaborative.org/puam/constituent/4882" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500348480" ,
 "http://data.americanartcollaborative.org/puam/constituent/5495" , "http://vocab.getty.edu/ulan/500001279" ,
 "http://data.americanartcollaborative.org/puam/constituent/12655" , "http://vocab.getty.edu/ulan/500025260" ,
 "http://data.americanartcollaborative.org/puam/constituent/3008" , "http://vocab.getty.edu/ulan/500106744" ,
 "http://data.americanartcollaborative.org/puam/constituent/351" , "http://vocab.getty.edu/ulan/500005998" ,
 "http://data.americanartcollaborative.org/puam/constituent/288" , "http://vocab.getty.edu/ulan/500128791" ,
 "http://data.americanartcollaborative.org/puam/constituent/5120" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500094830" ,
 "http://data.americanartcollaborative.org/puam/constituent/3755" , "http://vocab.getty.edu/ulan/500028129" ,
 "http://data.americanartcollaborative.org/puam/constituent/5938" , "http://vocab.getty.edu/ulan/500050435" ,
 "http://data.americanartcollaborative.org/puam/constituent/5964" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500084814" ,
 "http://data.americanartcollaborative.org/puam/constituent/12725" , "http://vocab.getty.edu/ulan/500094141" ,
 "http://data.americanartcollaborative.org/puam/constituent/12826" , "http://vocab.getty.edu/ulan/500022350" ,
 "http://data.americanartcollaborative.org/puam/constituent/4602" , "http://vocab.getty.edu/ulan/500020756" ,
 "http://data.americanartcollaborative.org/puam/constituent/6443" , "http://vocab.getty.edu/ulan/500332173" ,
 "http://data.americanartcollaborative.org/puam/constituent/16448" , "http://vocab.getty.edu/ulan/500333316" ,
 "http://data.americanartcollaborative.org/puam/constituent/16941" , "http://vocab.getty.edu/ulan/500013380" ,
 "http://data.americanartcollaborative.org/puam/constituent/5230" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500011853" ,
 "http://data.americanartcollaborative.org/puam/constituent/5767" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500030951" ,
 "http://data.americanartcollaborative.org/puam/constituent/226" , "http://vocab.getty.edu/ulan/500018212" ,
 "http://data.americanartcollaborative.org/puam/constituent/3991" , "http://vocab.getty.edu/ulan/500001621" ,
 "http://data.americanartcollaborative.org/puam/constituent/6752" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500024570" ,
 "http://data.americanartcollaborative.org/puam/constituent/3310" , "http://vocab.getty.edu/ulan/500025141" ,
 "http://data.americanartcollaborative.org/puam/constituent/2843" , "http://vocab.getty.edu/ulan/500108122" ,
 "http://data.americanartcollaborative.org/puam/constituent/4028" , "http://vocab.getty.edu/ulan/500003418" ,
 "http://data.americanartcollaborative.org/puam/constituent/6199" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500348751" ,
 "http://data.americanartcollaborative.org/puam/constituent/13812" , "http://vocab.getty.edu/ulan/500052055" ,
 "http://data.americanartcollaborative.org/puam/constituent/4197" , "http://vocab.getty.edu/ulan/500016471" ,
 "http://data.americanartcollaborative.org/puam/constituent/2546" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500025304" ,
 "http://data.americanartcollaborative.org/puam/constituent/5655" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500334963" ,
 "http://data.americanartcollaborative.org/puam/constituent/3431" , "http://vocab.getty.edu/ulan/500027321" ,
 "http://data.americanartcollaborative.org/puam/constituent/16423" , "http://vocab.getty.edu/ulan/500065992" ,
 "http://data.americanartcollaborative.org/puam/constituent/4035" , "http://vocab.getty.edu/ulan/500006793" ,
 "http://data.americanartcollaborative.org/puam/constituent/3727" , "http://vocab.getty.edu/ulan/500076932" ,
 "http://data.americanartcollaborative.org/puam/constituent/3728" , "http://vocab.getty.edu/ulan/500109004" ,
 "http://data.americanartcollaborative.org/puam/constituent/3180" , "http://vocab.getty.edu/ulan/500068969" ,
 "http://data.americanartcollaborative.org/puam/constituent/14312" , "http://vocab.getty.edu/ulan/500073463" ,
 "http://data.americanartcollaborative.org/puam/constituent/1135" , "http://vocab.getty.edu/ulan/500055414" ,
 "http://data.americanartcollaborative.org/puam/constituent/16211" , "http://vocab.getty.edu/ulan/500041072" ,
 "http://data.americanartcollaborative.org/puam/constituent/4064" , "http://vocab.getty.edu/ulan/500332152" ,
 "http://data.americanartcollaborative.org/puam/constituent/5133" , "http://vocab.getty.edu/ulan/500015081" ,
 "http://data.americanartcollaborative.org/puam/constituent/394" , "http://vocab.getty.edu/ulan/500001248" ,
 "http://data.americanartcollaborative.org/puam/constituent/12696" , "http://vocab.getty.edu/ulan/500106709" ,
 "http://data.americanartcollaborative.org/puam/constituent/335" , "http://vocab.getty.edu/ulan/500003261" ,
 "http://data.americanartcollaborative.org/puam/constituent/1083" , "http://vocab.getty.edu/ulan/500329853" ,
 "http://data.americanartcollaborative.org/puam/constituent/4188" , "http://vocab.getty.edu/ulan/500011988" ,
 "http://data.americanartcollaborative.org/puam/constituent/12736" , "http://vocab.getty.edu/ulan/500102077" ,
 "http://data.americanartcollaborative.org/puam/constituent/5530" , "http://vocab.getty.edu/ulan/500012653" ,
 "http://data.americanartcollaborative.org/puam/constituent/5440" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500073778" ,
 "http://data.americanartcollaborative.org/puam/constituent/352" , "http://vocab.getty.edu/ulan/500042706" ,
 "http://data.americanartcollaborative.org/puam/constituent/12803" , "http://vocab.getty.edu/ulan/500099072" ,
 "http://data.americanartcollaborative.org/puam/constituent/6392" , "http://vocab.getty.edu/ulan/500118724" ,
 "http://data.americanartcollaborative.org/puam/constituent/3550" , "http://vocab.getty.edu/ulan/500106325" ,
 "http://data.americanartcollaborative.org/puam/constituent/5081" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500031083" ,
 "http://data.americanartcollaborative.org/puam/constituent/5123" , "http://vocab.getty.edu/ulan/500018088" ,
 "http://data.americanartcollaborative.org/puam/constituent/5920" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500073769" ,
 "http://data.americanartcollaborative.org/puam/constituent/14856" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500074988" ,
 "http://data.americanartcollaborative.org/puam/constituent/6710" , "http://vocab.getty.edu/ulan/500012491" ,
 "http://data.americanartcollaborative.org/puam/constituent/307" , "http://vocab.getty.edu/ulan/500121788" ,
 "http://data.americanartcollaborative.org/puam/constituent/5633" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500037050" ,
 "http://data.americanartcollaborative.org/puam/constituent/2665" , "http://vocab.getty.edu/ulan/500125639" ,
 "http://data.americanartcollaborative.org/puam/constituent/6642" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500029656" ,
 "http://data.americanartcollaborative.org/puam/constituent/2541" , "http://vocab.getty.edu/ulan/500022058" ,
 "http://data.americanartcollaborative.org/puam/constituent/3361" , "http://vocab.getty.edu/ulan/500004799" ,
 "http://data.americanartcollaborative.org/puam/constituent/16459" , "http://vocab.getty.edu/ulan/500198839" ,
 "http://data.americanartcollaborative.org/puam/constituent/5473" , "http://vocab.getty.edu/ulan/500022247" ,
 "http://data.americanartcollaborative.org/puam/constituent/3236" , "http://vocab.getty.edu/ulan/500014455" ,
 "http://data.americanartcollaborative.org/puam/constituent/2769" , "http://vocab.getty.edu/ulan/500037072" ,
 "http://data.americanartcollaborative.org/puam/constituent/12674" , "http://vocab.getty.edu/ulan/500000202" ,
 "http://data.americanartcollaborative.org/puam/constituent/340" , "http://vocab.getty.edu/ulan/500081622" ,
 "http://data.americanartcollaborative.org/puam/constituent/122" , "http://vocab.getty.edu/ulan/500025580" ,
 "http://data.americanartcollaborative.org/puam/constituent/5797" , "http://vocab.getty.edu/ulan/500086231" ,
 "http://data.americanartcollaborative.org/puam/constituent/5718" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500029922" ,
 "http://data.americanartcollaborative.org/puam/constituent/12838" , "http://vocab.getty.edu/ulan/500076161" ,
 "http://data.americanartcollaborative.org/puam/constituent/12666" , "http://vocab.getty.edu/ulan/500016864" ,
 "http://data.americanartcollaborative.org/puam/constituent/2453" , "http://vocab.getty.edu/ulan/500115982" ,
 "http://data.americanartcollaborative.org/puam/constituent/18846" , "http://vocab.getty.edu/ulan/500068668" ,
 "http://data.americanartcollaborative.org/puam/constituent/12634" , "http://vocab.getty.edu/ulan/500018752" ,
 "http://data.americanartcollaborative.org/puam/constituent/5526" , "http://vocab.getty.edu/ulan/500013464" ,
 "http://data.americanartcollaborative.org/puam/constituent/6076" , "http://vocab.getty.edu/ulan/500005060" ,
 "http://data.americanartcollaborative.org/puam/constituent/650" , "http://vocab.getty.edu/ulan/500329422" ,
 "http://data.americanartcollaborative.org/puam/constituent/5110" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500027518" ,
 "http://data.americanartcollaborative.org/puam/constituent/3555" , "http://vocab.getty.edu/ulan/500032575" ,
 "http://data.americanartcollaborative.org/puam/constituent/6069" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500020256" ,
 "http://data.americanartcollaborative.org/puam/constituent/6732" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500034474" ,
 "http://data.americanartcollaborative.org/puam/constituent/12697" , "http://vocab.getty.edu/ulan/500198679" ,
 "http://data.americanartcollaborative.org/puam/constituent/6259" , "http://vocab.getty.edu/ulan/500106415" ,
 "http://data.americanartcollaborative.org/puam/constituent/6679" , "http://vocab.getty.edu/ulan/500105506" ,
 "http://data.americanartcollaborative.org/puam/constituent/2385" , "http://vocab.getty.edu/ulan/500040819" ,
 "http://data.americanartcollaborative.org/puam/constituent/12762" , "http://vocab.getty.edu/ulan/500061784" ,
 "http://data.americanartcollaborative.org/puam/constituent/2376" , "http://vocab.getty.edu/ulan/500004443" ,
 "http://data.americanartcollaborative.org/puam/constituent/6341" , "http://vocab.getty.edu/ulan/500078777" ,
 "http://data.americanartcollaborative.org/puam/constituent/6665" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500063702" ,
 "http://data.americanartcollaborative.org/puam/constituent/6654" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500003169" ,
 "http://data.americanartcollaborative.org/puam/constituent/6137" , "http://vocab.getty.edu/ulan/500021305" ,
 "http://data.americanartcollaborative.org/puam/constituent/5309" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500108945" ,
 "http://data.americanartcollaborative.org/puam/constituent/954" , "http://vocab.getty.edu/ulan/500125396" ,
 "http://data.americanartcollaborative.org/puam/constituent/2739" , "http://vocab.getty.edu/ulan/500093298" ,
 "http://data.americanartcollaborative.org/puam/constituent/4471" , "http://vocab.getty.edu/ulan/500003587" ,
 "http://data.americanartcollaborative.org/puam/constituent/2528" , "http://vocab.getty.edu/ulan/500007819" ,
 "http://data.americanartcollaborative.org/puam/constituent/4902" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500044140" ,
 "http://data.americanartcollaborative.org/puam/constituent/2935" , "http://vocab.getty.edu/ulan/500032587" ,
 "http://data.americanartcollaborative.org/puam/constituent/3904" , "http://vocab.getty.edu/ulan/500017404" ,
 "http://data.americanartcollaborative.org/puam/constituent/12834" , "http://vocab.getty.edu/ulan/500084625" ,
 "http://data.americanartcollaborative.org/puam/constituent/3678" , "http://vocab.getty.edu/ulan/500002998" ,
 "http://data.americanartcollaborative.org/puam/constituent/5893" , "http://vocab.getty.edu/ulan/500021230" ,
 "http://data.americanartcollaborative.org/puam/constituent/4901" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500096942" ,
 "http://data.americanartcollaborative.org/puam/constituent/5904" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500030854" ,
 "http://data.americanartcollaborative.org/puam/constituent/1862" , "http://vocab.getty.edu/ulan/500001266" ,
 "http://data.americanartcollaborative.org/puam/constituent/12797" , "http://vocab.getty.edu/ulan/500041095" ,
 "http://data.americanartcollaborative.org/puam/constituent/4676" , "http://vocab.getty.edu/ulan/500018368" ,
 "http://data.americanartcollaborative.org/puam/constituent/5528" , "http://vocab.getty.edu/ulan/500115507" ,
 "http://data.americanartcollaborative.org/puam/constituent/2557" , "http://vocab.getty.edu/ulan/500346951" ,
 "http://data.americanartcollaborative.org/puam/constituent/12816" , "http://vocab.getty.edu/ulan/500014266" ,
 "http://data.americanartcollaborative.org/puam/constituent/5256" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500024228" ,
 "http://data.americanartcollaborative.org/puam/constituent/5384" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500061148" ,
 "http://data.americanartcollaborative.org/puam/constituent/5973" , "http://vocab.getty.edu/ulan/500115537" ,
 "http://data.americanartcollaborative.org/puam/constituent/1571" , "http://vocab.getty.edu/ulan/500048625" ,
 "http://data.americanartcollaborative.org/puam/constituent/6067" , "http://vocab.getty.edu/ulan/500003708" ,
 "http://data.americanartcollaborative.org/puam/constituent/6518" , "http://vocab.getty.edu/ulan/500074045" ,
 "http://data.americanartcollaborative.org/puam/constituent/3648" , "http://vocab.getty.edu/ulan/500035065" ,
 "http://data.americanartcollaborative.org/puam/constituent/14211" , "http://vocab.getty.edu/ulan/500053936" ,
 "http://data.americanartcollaborative.org/puam/constituent/5433" , "http://vocab.getty.edu/ulan/500261982" ,
 "http://data.americanartcollaborative.org/puam/constituent/1179" , "http://vocab.getty.edu/ulan/500116642" ,
 "http://data.americanartcollaborative.org/puam/constituent/3546" , "http://vocab.getty.edu/ulan/500025169" ,
 "http://data.americanartcollaborative.org/puam/constituent/12637" , "http://vocab.getty.edu/ulan/500048933" ,
 "http://data.americanartcollaborative.org/puam/constituent/3082" , "http://vocab.getty.edu/ulan/500019976" ,
 "http://data.americanartcollaborative.org/puam/constituent/356" , "http://vocab.getty.edu/ulan/500028943" ,
 "http://data.americanartcollaborative.org/puam/constituent/6239" , "http://vocab.getty.edu/ulan/500007824" ,
 "http://data.americanartcollaborative.org/puam/constituent/18443" , "http://vocab.getty.edu/ulan/500042367" ,
 "http://data.americanartcollaborative.org/puam/constituent/802" , "http://vocab.getty.edu/ulan/500333173" ,
 "http://data.americanartcollaborative.org/puam/constituent/1302" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500001777" ,
 "http://data.americanartcollaborative.org/puam/constituent/3187" , "http://vocab.getty.edu/ulan/500103504" ,
 "http://data.americanartcollaborative.org/puam/constituent/2226" , "http://vocab.getty.edu/ulan/500084022" ,
 "http://data.americanartcollaborative.org/puam/constituent/6222" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500000292" ,
 "http://data.americanartcollaborative.org/puam/constituent/5739" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500026448" ,
 "http://data.americanartcollaborative.org/puam/constituent/5207" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500343776" ,
 "http://data.americanartcollaborative.org/puam/constituent/4702" , "http://vocab.getty.edu/ulan/500007311" ,
 "http://data.americanartcollaborative.org/puam/constituent/2022" , "http://vocab.getty.edu/ulan/500027658" ,
 "http://data.americanartcollaborative.org/puam/constituent/14933" , "http://vocab.getty.edu/ulan/500127962" ,
 "http://data.americanartcollaborative.org/puam/constituent/5606" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500116301" ,
 "http://data.americanartcollaborative.org/puam/constituent/3415" , "http://vocab.getty.edu/ulan/500025288" ,
 "http://data.americanartcollaborative.org/puam/constituent/1310" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500036885" ,
 "http://data.americanartcollaborative.org/puam/constituent/12633" , "http://vocab.getty.edu/ulan/500012363" ,
 "http://data.americanartcollaborative.org/puam/constituent/5121" , "http://vocab.getty.edu/ulan/500006808" ,
 "http://data.americanartcollaborative.org/puam/constituent/238" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500347356" ,
 "http://data.americanartcollaborative.org/puam/constituent/16906" , "http://vocab.getty.edu/ulan/500086217" ,
 "http://data.americanartcollaborative.org/puam/constituent/12806" , "http://vocab.getty.edu/ulan/500021858" ,
 "http://data.americanartcollaborative.org/puam/constituent/3356" , "http://vocab.getty.edu/ulan/500124333" ,
 "http://data.americanartcollaborative.org/puam/constituent/5146" , "http://vocab.getty.edu/ulan/500000888" ,
 "http://data.americanartcollaborative.org/puam/constituent/12616" , "http://vocab.getty.edu/ulan/500011651" ,
 "http://data.americanartcollaborative.org/puam/constituent/12619" , "http://vocab.getty.edu/ulan/500007245" ,
 "http://data.americanartcollaborative.org/puam/constituent/12823" , "http://vocab.getty.edu/ulan/500015713" ,
 "http://data.americanartcollaborative.org/puam/constituent/6566" , "http://vocab.getty.edu/ulan/500037027" ,
 "http://data.americanartcollaborative.org/puam/constituent/1371" , "http://vocab.getty.edu/ulan/500114991" ,
 "http://data.americanartcollaborative.org/puam/constituent/1881" , "http://vocab.getty.edu/ulan/500004402" ,
 "http://data.americanartcollaborative.org/puam/constituent/6317" , "http://vocab.getty.edu/ulan/500032951" ,
 "http://data.americanartcollaborative.org/puam/constituent/1329" , "http://vocab.getty.edu/ulan/500017876" ,
 "http://data.americanartcollaborative.org/puam/constituent/3679" , "http://vocab.getty.edu/ulan/500128790" ,
 "http://data.americanartcollaborative.org/puam/constituent/16188" , "http://vocab.getty.edu/ulan/500340137" ,
 "http://data.americanartcollaborative.org/puam/constituent/12717" , "http://vocab.getty.edu/ulan/500028168" ,
 "http://data.americanartcollaborative.org/puam/constituent/778" , "http://vocab.getty.edu/ulan/500270876" ,
 "http://data.americanartcollaborative.org/puam/constituent/12636" , "http://vocab.getty.edu/ulan/500005526" ,
 "http://data.americanartcollaborative.org/puam/constituent/1156" , "http://vocab.getty.edu/ulan/500126100" ,
 "http://data.americanartcollaborative.org/puam/constituent/3234" , "http://vocab.getty.edu/ulan/500098884" ,
 "http://data.americanartcollaborative.org/puam/constituent/342" , "http://vocab.getty.edu/ulan/500018051" ,
 "http://data.americanartcollaborative.org/puam/constituent/789" , "http://vocab.getty.edu/ulan/500114625" ,
 "http://data.americanartcollaborative.org/puam/constituent/12716" , "http://vocab.getty.edu/ulan/500025158" ,
 "http://data.americanartcollaborative.org/puam/constituent/4898" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500073017" ,
 "http://data.americanartcollaborative.org/puam/constituent/5589" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500086406" ,
 "http://data.americanartcollaborative.org/puam/constituent/240" , "http://vocab.getty.edu/ulan/500010278" ,
 "http://data.americanartcollaborative.org/puam/constituent/6" , "http://vocab.getty.edu/ulan/500010457" ,
 "http://data.americanartcollaborative.org/puam/constituent/4978" , "http://vocab.getty.edu/ulan/500031318" ,
 "http://data.americanartcollaborative.org/puam/constituent/358" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500333537" ,
 "http://data.americanartcollaborative.org/puam/constituent/4067" , "http://vocab.getty.edu/ulan/500018141" ,
 "http://data.americanartcollaborative.org/puam/constituent/3848" , "http://vocab.getty.edu/ulan/500015257" ,
 "http://data.americanartcollaborative.org/puam/constituent/4870" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500086499" ,
 "http://data.americanartcollaborative.org/puam/constituent/5874" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500068518" ,
 "http://data.americanartcollaborative.org/puam/constituent/6044" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500335769" ,
 "http://data.americanartcollaborative.org/puam/constituent/1548" , "http://vocab.getty.edu/ulan/500345874" ,
 "http://data.americanartcollaborative.org/puam/constituent/3400" , "http://vocab.getty.edu/ulan/500118752" ,
 "http://data.americanartcollaborative.org/puam/constituent/5603" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500048044" ,
 "http://data.americanartcollaborative.org/puam/constituent/12782" , "http://vocab.getty.edu/ulan/500041044" ,
 "http://data.americanartcollaborative.org/puam/constituent/12658" , "http://vocab.getty.edu/ulan/500031816" ,
 "http://data.americanartcollaborative.org/puam/constituent/5552" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500037034" ,
 "http://data.americanartcollaborative.org/puam/constituent/4265" , "http://vocab.getty.edu/ulan/500004975" ,
 "http://data.americanartcollaborative.org/puam/constituent/5541" , "http://vocab.getty.edu/ulan/500013817" ,
 "http://data.americanartcollaborative.org/puam/constituent/14214" , "http://vocab.getty.edu/ulan/500010828" ,
 "http://data.americanartcollaborative.org/puam/constituent/2832" , "http://vocab.getty.edu/ulan/500016000" ,
 "http://data.americanartcollaborative.org/puam/constituent/12720" , "http://vocab.getty.edu/ulan/500115644" ,
 "http://data.americanartcollaborative.org/puam/constituent/16363" , "http://vocab.getty.edu/ulan/500012411" ,
 "http://data.americanartcollaborative.org/puam/constituent/5080" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500093129" ,
 "http://data.americanartcollaborative.org/puam/constituent/4683" , "http://vocab.getty.edu/ulan/500027984" ,
 "http://data.americanartcollaborative.org/puam/constituent/5994" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500009434" ,
 "http://data.americanartcollaborative.org/puam/constituent/12778" , "http://vocab.getty.edu/ulan/500022541" ,
 "http://data.americanartcollaborative.org/puam/constituent/1693" , "http://vocab.getty.edu/ulan/500032615" ,
 "http://data.americanartcollaborative.org/puam/constituent/6084" , "http://vocab.getty.edu/ulan/500064814" ,
 "http://data.americanartcollaborative.org/puam/constituent/3929" , "http://vocab.getty.edu/ulan/500025911" ,
 "http://data.americanartcollaborative.org/puam/constituent/10" , "http://vocab.getty.edu/ulan/500046227" ,
 "http://data.americanartcollaborative.org/puam/constituent/5809" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500070328" ,
 "http://data.americanartcollaborative.org/puam/constituent/4840" , "http://vocab.getty.edu/ulan/500024489" ,
 "http://data.americanartcollaborative.org/puam/constituent/3306" , "http://vocab.getty.edu/ulan/500293039" ,
 "http://data.americanartcollaborative.org/puam/constituent/18306" , "http://vocab.getty.edu/ulan/500333623" ,
 "http://data.americanartcollaborative.org/puam/constituent/241" , "http://vocab.getty.edu/ulan/500118716" ,
 "http://data.americanartcollaborative.org/puam/constituent/1466" , "http://vocab.getty.edu/ulan/500330770" ,
 "http://data.americanartcollaborative.org/puam/constituent/5375" , "http://vocab.getty.edu/ulan/500007768" ,
 "http://data.americanartcollaborative.org/puam/constituent/2360" , "http://vocab.getty.edu/ulan/500104869" ,
 "http://data.americanartcollaborative.org/puam/constituent/6105" , "http://vocab.getty.edu/ulan/http://vocab.getty.edu/ulan/500031831" ,
 "http://data.americanartcollaborative.org/puam/constituent/12691" , "http://vocab.getty.edu/ulan/500030109" ,
